data.fullpath,data.thirdpartydataproviderid,data.Relevance,data.BidFactor,data.eCPM,data.eSpend,data.audiencesize
US > Premium > Political >  Politics >  Politics General,addthis,4.07,2.4,4.13,146,0
purchase intent > fashion > affinity,DataAlliance,4.07,2.4,2.4,62,0
interests > sports > soccer > strong affinity,DataAlliance,4.06,2.4,1.33,148,0
AudiencePredictor > ASU- Thunderbird School of Global Management  | lrpjz8t > High Value User Lookalike > 10001,ttdeskpat,4.06,2.4,5,118,0
Business to Business (B2B) > Professional Groups > Finance Professionals,lotame,4.05,2.4,3.4,185,0
Branded Data > Clearspring > Auto Intenders > Make & Model > Lexus,bluekai,4.03,2.39,7.31,1674,17800
purchase intent > computers > strong affinity,DataAlliance,4.02,2.39,1.8,95,0
Fortune 500 IPs,DataAlliance,4.01,2.39,2.1,101,1
Asia-Pacific > school & education,lotame,4,2.39,2.8,269,0
Geographic > IP based > Country > Oceania,bluekai,4,2.39,3.39,114,25432800
In-Market > Autos > Makes & Models > Ford,bluekai,3.99,2.38,3.23,537,3031800
interests > technology > strong affinity,DataAlliance,3.99,2.38,2.09,267,0
Geographic > IP based > Country > Asia > South-Eastern Asia,bluekai,3.99,2.38,1.29,49,50592800
Interest > Video Games,bluekai,3.98,2.38,4.65,404,212819000
Interest > Electronics & Computers > Programming,bluekai,3.98,2.38,1.97,199,167578200
US > Premium > Social > Social Influencers,addthis,3.98,2.38,4.81,162,0
news & politics > news & current events,lotame,3.96,2.38,4.33,284,0
DataLogix - Private Channel Partner Customs > The Trade Desk > ODC_GfKMRI_Purist_201610,bluekai,3.95,2.37,13.5,985,0
Audience - Interests > Finance > Investment & Saving > Confident,DataAlliance,3.93,2.37,4.13,667,0
US > Premium > Social >  Social Influencers >  Travel,addthis,3.93,2.37,4.49,66,0
US > Premium > Travel > Social > Travel Influencers,addthis,3.93,2.37,4.49,66,0
International Audiences > LEN GER > Germany Frequent Travel,lotame,3.93,2.37,1.31,6,0
Audience - Interests > Real Estate > Extreme Confidence,DataAlliance,3.91,2.36,3.35,74,0
Finance > CallCredit > House Type > Detached Property,visualdna,3.89,2.36,4.63,194,0
US > Premium > Women > Family > Mom,addthis,3.88,2.36,3.93,214,0
purchase intent > outdoor activities > strong affinity,DataAlliance,3.88,2.36,2.1,68,0
Branded Data > Edmunds > Makes & Models > Nissan,bluekai,3.88,2.36,3.75,47,0
B2B Predictive Signals > Technology > Security,bluekai,3.87,2.35,4.44,772,3271600
interests > sports > football > extreme,DataAlliance,3.87,2.35,5.01,460,0
Lotame_vCE Optimized > Age > 35-54_M,lotame,3.86,2.35,3.16,47,0
B2B > Industries & Occupations > Business & Finance > Human Resources,bluekai,3.85,2.35,6.11,275,40226600
interests > real estate > strong affinity,DataAlliance,3.85,2.35,1.89,42,0
Interest > Auto - Owners > Auto - Owners - Jaguar,exelate,3.84,2.35,3.9,78,1
Global > B2B Demo > Company Size > Medium (200 - 499 Employees),eyeota,3.83,2.34,16.58,1538,0
interests > business > strong affinity,DataAlliance,3.83,2.34,1.39,335,0
AudiencePredictor > Q1 2017 DiGiorno Big Game (551) | sxfu0bs > High Value User Lookalike > 10002,ttdeskpat,3.83,2.34,18.35,230,0
germany > germany travel,lotame,3.83,2.34,1.31,7,0
UK > Reach > In-Market > Retail,addthis,3.82,2.34,5.8,175,0
US > Premium > Hispanic > Retail,addthis,3.81,2.34,5.08,154,0
Audience - Interests > Real Estate > Real Estate Listings > High Confidence,DataAlliance,3.81,2.34,2.56,65,0
Intent > Auto - Buyers,eyeota,3.8,2.34,4.39,589,0
Nielsen TV > Genre > Drama Shows - Heavy Viewers,exelate,3.8,2.34,9.24,444,0
Audience - Interests > Finance > Confident,DataAlliance,3.79,2.33,2.25,902,0
Interest > Politics & Society > Politics,bluekai,3.79,2.33,3.33,169,240022000
Restaurants > Restaurants - Fast Food > Restaurants - Fast Food - Dominos Pizza > Restaurants - Fast Food - Dominos Pizza - Heavy Credit/Debit Buyer,exelate,3.78,2.33,3.11,71,0
Interest > Travel > Types > Frequent Travelers,bluekai,3.77,2.33,4.06,1967,45910400
united kingdom > united kingdom news,lotame,3.77,2.33,4.74,1749,0
Intent > Propensity > Propensity - Personal Tech,exelate,3.77,2.33,6.98,445,1
US > Premium > Auto >  Current Brands >  Subaru,addthis,3.77,2.33,5.84,328,0
"Branded Data > ALC > Wealth Window > Investable Assets > (A) - $250,000 - $499,999",bluekai,3.76,2.32,4.75,73,0
Custom Segment > Interest from Social Activity > Sutter Health > Custom Health Insurance,sharethis,3.76,2.32,5.36,41,0
Branded Data > Edmunds > Body Type > Sedan,bluekai,3.75,2.32,3.85,49,0
Interest > Sports > Winter Sports > Skiing,bluekai,3.74,2.32,9.03,3665,53461600
US > Premium > Retail > Shopping > Drug Stores,addthis,3.74,2.32,1.19,33,0
Branded Data > Lotame > B2B > Company Size > Extra Large (5000+),bluekai,3.73,2.32,4.93,102,14952960
Branded Data > Clearspring > Education > Degrees > Masters,bluekai,3.72,2.31,5.65,190,20800
interests > travel > affinity,DataAlliance,3.71,2.31,1.52,579,0
US > Premium > Gaming >  Game Genres >  Casino,addthis,3.69,2.31,3.76,303,0
Lotame_vCE Optimized > Age > 18-24_M,lotame,3.69,2.31,3.73,29,0
australia > business,lotame,3.68,2.3,3.22,865,0
Branded Data > IXI > Consumer Markets > Travel > Luxury Travelers,bluekai,3.68,2.3,7.89,165,90935800
Branded Data > V12 > CPG > Beverages > Generic Coffee Buyers,bluekai,3.68,2.3,6.82,89,6295200
B2B > Industries & Occupations > Health Care > Practitioners > Technicians > Laboratory Technicians,bluekai,3.68,2.3,2.21,35,88800
Interest > Business & Finance > Management & Corporate Operations,bluekai,3.67,2.3,4.28,291,9047400
In-Market > Travel > Air Travel  > Destination Locations > International > Europe > United Kingdom > England > London (All Airports),bluekai,3.67,2.3,2.46,39,252000
US > Premium > Technology > Computers > Business Technology,addthis,3.66,2.3,5.56,219,0
US > Reach > Telecommunications > Devices,addthis,3.66,2.3,1.76,28,0
US > Reach > Telecommunications > Phone Plans,addthis,3.62,2.29,4.02,598,0
US > Premium > Travel > Activities > Activities,addthis,3.62,2.29,4.44,165,0
Retail > Retail - Apparel > Retail - Apparel - Victorias Secret > Retail - Apparel - Victorias Secret - All Credit/Debit Buyers,exelate,3.61,2.28,1.73,18,0
Retail & Consumer Goods > Electronics > Interest > Online Purchasing,visualdna,3.6,2.28,1.71,55,0
australia > health & fitness,lotame,3.59,2.28,3.75,441,0
Global > B2B Predictive Signals > Finance > Trading and Investing,eyeota,3.59,2.28,1.97,200,0
Interest  > Family and Relationships,eyeota,3.58,2.28,4.33,349,0
Branded Data > Clearspring > Education > Majors,bluekai,3.58,2.28,2.57,83,1917200
Brand > Supermarket > Waitrose,visualdna,3.58,2.28,7.22,58,0
Retail > Retail - Department Stores > Retail - Department Stores - Macys > Retail - Department Stores - Macys - Heavy Credit/Debit Buyer,exelate,3.58,2.28,3.33,45,0
Branded Data > Lotame > Food & Restaurants > Holiday Bakers,bluekai,3.58,2.28,4.92,40,0
SG_CBD_IpDistance_20150421,DataAlliance,3.58,2.28,0.46,21,1
Interest > Shopping > Luxury Goods,bluekai,3.56,2.27,3.6,214,152287400
Audience - Interests > Travel > Flights > Confident,DataAlliance,3.55,2.27,1.38,127,0
Audience - Interests > Real Estate > Real Estate Listings > Confident,DataAlliance,3.54,2.26,2.86,264,0
US > Premium > Social > Social Networks > Facebook,addthis,3.54,2.26,4.44,108,0
B2B > Industries & Occupations > Computer & Mathematical > Information Technology & Computing,bluekai,3.53,2.26,5.03,1894,124428800
Audience - Purchase Intent > Department Stores & Mass Merchants > Extreme Confidence,DataAlliance,3.53,2.26,1.88,61,0
Germany > Reach > In-Market > Retail > Electronics,addthis,3.53,2.26,2.07,28,0
Intent > Shopping > Shopping - Babies and Kids,exelate,3.53,2.26,2.27,25,1
Audience - Interests > Real Estate > Real Estate Listings > Extreme Confidence,DataAlliance,3.52,2.26,2.64,122,0
UK > Reach > In-Market > Auto > General,addthis,3.51,2.26,6.35,209,0
International Segments > Asia Pacific > Australia > Pet Owners,lotame,3.51,2.26,1.79,59,0
"Demographic > Lifestyle > ""Lifestyle - Net Worth: $500,000 to $749,999""",exelate,3.51,2.26,3.05,42,1
basic demographic > age > adults (30 to 44) > strong affinity,DataAlliance,3.5,2.25,3.28,90,0
UK Experian > Car Age > 0-3 > Mercedes,eyeota,3.49,2.25,5.76,476,0
US > Premium > Seasonal and Holiday > Fathers Day,addthis,3.49,2.25,6.7,240,0
US > Reach > Education > Majors,addthis,3.49,2.25,3.91,151,0
Demographics > Age > 25 to 34,visualdna,3.48,2.25,2.71,637,0
Brand > Fast Food > Burger King,visualdna,3.47,2.24,4.09,215,0
"Branded Data > I-Behavior > US Data > KBM Group AmeriLINK Consumer Database > Demographics & Segmentation > Estimated Household Investable Assets > $500,000 - $749,999",bluekai,3.46,2.24,6.4,391,2486400
Branded Data > Experian > Models > Personal Finance Profile > Investment Leader > Precision,bluekai,3.46,2.24,5.42,60,75583800
australia > home & family,lotame,3.45,2.24,3.83,597,0
UK > Reach > In-Market,addthis,3.43,2.23,5.22,175,0
Interest  > Entertainment > Parties and Clubs,eyeota,3.42,2.23,3.52,326,0
Custom Audience > Samba TV - HX - TBS - The Detour S2 - Custom Shows,sambatv,3.42,2.23,10.72,60,0
Branded Data > Infogroup > Business & Professional > Professional Groups > Business Professionals > Small Business Owners,bluekai,3.42,2.23,4.79,40,20311040
TV Audiences > Demographic Groups > Adults 55+,visualdna,3.41,2.23,3.67,496,0
australia > online shopping,lotame,3.41,2.23,3.47,137,0
US > Premium > Financial >  Personal Finance >  Investment Real Estate,addthis,3.39,2.22,2.74,1163,0
US > Premium > Sports > Outdoors,addthis,3.39,2.22,6.74,286,0
US > Premium > Political >  Issues >  Environment,addthis,3.38,2.22,4.65,93,0
Branded Data > Edmunds > Makes & Models > BMW > X4,bluekai,3.38,2.22,4.47,38,960
intl. > Australia LAPN AUS - Dem+Act+Cat,lotame,3.37,2.21,3.43,1048,0
Interest > Business & Finance > Insurance,bluekai,3.37,2.21,3.68,651,380086400
Branded Data > Alliant > Household > Education - Bachelors Degree,bluekai,3.37,2.21,5.16,103,11488400
B2BX > Functional Area > Medical / Health,exelate,3.37,2.21,4.3,86,0
In-Market > Retail > Home & Garden > Outdoors > Gardening  > Decor,bluekai,3.37,2.21,3.75,75,2000
Nielsen > Scarborough > Restaurant - Sit-down > Dine at P.F. Changs,exelate,3.37,2.21,4.77,68,0
Intent > Financial Intent > Insurance > Type - Income,eyeota,3.37,2.21,1.86,27,0
Branded Data > Clearspring > Financial > Personal Finance > Personal Finance Brands,bluekai,3.36,2.21,5.22,373,27000
UK > Reach > Lifestyles > Auto Enthusiasts,addthis,3.36,2.21,5.73,197,0
interests > autos > extreme,DataAlliance,3.36,2.21,2.09,90,0
Retail > Retail - Apparel > Retail - Apparel - Shoe Stores > Retail - Apparel - Shoe Stores - Other Stores > Retail - Apparel - Shoe Stores - Other Stores - Light Credit/Debit Buyer,exelate,3.36,2.21,2.55,66,0
UK > Reach > In-Market > Auto,addthis,3.33,2.2,5.8,201,0
Branded Data > Edmunds > Makes & Models > Ford,bluekai,3.33,2.2,3.79,55,0
Audience - Interests > Home & Garden > Home Improvement > Extreme Confidence,DataAlliance,3.32,2.2,2.23,84,0
B2BX > Industry > Search Engines and Internet Portals,exelate,3.31,2.2,5.82,68,0
Global > B2B Predictive Signals > Technology > Application and Software Development,eyeota,3.3,2.19,1.53,1331,0
interests > finance > affinity,DataAlliance,3.3,2.19,1.57,169,0
Retail > Retail - Gas Stores > Retail - Gas Stores - BP > Retail - Gas Stores - BP - All Credit/Debit Buyers,exelate,3.3,2.19,1.34,16,0
Interest  > Food Enthusiasts > Wine Fanatics,eyeota,3.29,2.19,5.86,822,0
Intent > Services > Services - Restaurants > Services - Restaurants - Ice Cream and Dessert,exelate,3.29,2.19,2.72,199,1
Demographic > Lifestyle > Lifestyle - Regular Credit Card holder,exelate,3.28,2.19,2.07,43,1
Asia-Pacific > health & fitness,lotame,3.24,2.18,3.35,477,0
Food & Drink > Food > Healthy Food,visualdna,3.23,2.17,4.98,282,0
Global > B2B Predictive Signals > Technology > Security,eyeota,3.22,2.17,1.16,722,0
Audience - Interests > Finance > High Confidence,DataAlliance,3.21,2.17,2.78,892,0
Branded Data > Dataline > In-Market for Credit Cards,bluekai,3.21,2.17,6.85,308,135816320
Food & Drink > Food > Healthy Food,visualdna,3.2,2.16,3.4,480,0
Branded Data > Clearspring > Sports > Outdoors > Camping,bluekai,3.2,2.16,4.6,97,288000
Seasonal > Holiday and Special Events  > Easter > Candy and Gift Buyers,eyeota,3.18,2.16,7.5,272,0
purchase intent > real estate > extreme,DataAlliance,3.18,2.16,2.68,202,0
Nielsen > ConneXions > Dropped All Wireline Phone Service,exelate,3.17,2.15,5.19,362,0
Interest > Job Seekers,exelate,3.17,2.15,3.87,200,1
B2BX > Company Size > Fortune 500,exelate,3.17,2.15,8.01,170,0
Audience - Interests > Beauty & Personal Care > Confident,DataAlliance,3.17,2.15,1.58,120,0
US > Premium > Travel > Social > Travel Shoppers,addthis,3.17,2.15,2.45,37,0
US > Premium > Political >  People >  Republican Incumbents,addthis,3.16,2.15,2.18,179,0
International Audiences > LEN FRA > France Track and Field,lotame,3.16,2.15,1.45,62,0
Interest > Finance,exelate,3.15,2.15,7.47,205,1
purchase intent > home & garden > extreme,DataAlliance,3.15,2.15,6.09,149,0
Audience - Interests > Travel > Travel Agencies & Services > High Confidence,DataAlliance,3.14,2.14,4.08,238,0
UK Experian > Car Age > 3-7 > Mercedes,eyeota,3.13,2.14,5.76,477,0
Interest > Tech - Enthusiasts > Tech - Enthusiasts - Apple,exelate,3.13,2.14,9.33,115,1
Business / B2B > Company Size > Small (10-49 Employees),eyeota,3.13,2.14,3.87,95,0
US > Premium > Shoppers In-Market > By Interest Vertical > Travel,addthis,3.13,2.14,3.15,19,0
Nielsen > ConneXions > Used Fee-Based Phone-Cable Service > Hard Drive Backup,exelate,3.12,2.14,4.17,64,0
Interest > Internet & Online Activities > Social Networking,bluekai,3.11,2.13,4.64,258,290203400
Audience - Interests > Beauty & Personal Care > Skin Care > Confident,DataAlliance,3.11,2.13,1.85,148,0
Demographic > Career > Career - Sales and Sales Management,exelate,3.1,2.13,3.56,44,1
US > Premium > Political >  Issues >  Middle Eastern Affairs,addthis,3.1,2.13,3.08,38,0
International Audiences > LEN FRA > France Restaurants & Dining,lotame,3.09,2.13,1.44,80,0
US > Premium > Travel >  Destinations >  Las Vegas >  Nightlife,addthis,3.08,2.12,1.2,210,0
Global > B2B Predictive Signals > Marketing > Strategy and Analysis,eyeota,3.08,2.12,2.53,174,0
US > Reach > Retail > Sports and Outdoors,addthis,3.08,2.12,3.79,95,0
In-Market > Travel > Air Travel  > Departure Locations > United States > California,bluekai,3.08,2.12,1.77,72,1668800
International Audiences > LEN UK > United Kingdom Vacation Travel,lotame,3.08,2.12,2.51,47,0
Intent > Financial Intent > Insurance,eyeota,3.08,2.12,2.23,35,0
Custom Segments > AddThis_Famous Footwear (New Balance)_AD_Empower_TTD_2016,addthis,3.08,2.12,2.37,22,0
Past Purchases > Education,bluekai,3.07,2.12,4.3,108,68245200
B2B > Roles > Managers > Executives,bluekai,3.06,2.12,4.14,428,64108600
Restaurants > Restaurants - Fine Dining > Restaurants - Fine Dining - All Credit/Debit Buyers,exelate,3.06,2.12,2.7,59,0
australia > entertainment,lotame,3.05,2.12,3.77,666,0
Interest  > Arts and Sciences,eyeota,3.04,2.11,3.47,351,0
hong kong > sports,lotame,3.04,2.11,1.45,183,0
US > Premium > Education > Universities,addthis,3.04,2.11,2.73,112,0
International Audiences > LEN ESP > Spain Motor Sports,lotame,3.04,2.11,2.36,82,0
interests > real estate > affinity,DataAlliance,3.03,2.11,2.51,255,0
Audience - Interests > Autos & Vehicles > Auto Parts & Repairs > Confident,DataAlliance,3.03,2.11,3.39,226,0
Audience - Purchase Intent > Real Estate > High Confidence,DataAlliance,3.03,2.11,3.37,182,0
purchase intent > computers > extreme,DataAlliance,3.03,2.11,1.35,120,0
US > Premium > Sports > Team Sports > Football,addthis,3.02,2.11,2,560,0
"Interest > Health, Beauty & Personal Care",bluekai,3.01,2.1,3.52,2619,470516800
Audience - Interests > Education > Colleges & Universities > Extreme Confidence,DataAlliance,3.01,2.1,1.5,67,0
US > Premium > Food >  Cooking >  Epicurean,addthis,3.01,2.1,0.93,47,0
Interest > Shopping > Fashion,bluekai,3,2.1,4.67,2306,276736000
AudiencePredictor > Pizza Hut _ US_Optimedia | kza8x76 > High Value User Lookalike > 10002,ttdeskpat,3,2.1,2.36,53,0
Custom Segment > Empower Media - DMP - Private > Self-Classification > LiveRamp > Famous Footwear > Famous Footwear_Active CRM_0716,bluekai,2.99,2.1,7.99,513,0
Custom Segment > Empower Media - DMP - Private > Self-Classification > LiveRamp > Famous Footwear > Famous Footwear_Active CRM_0816,bluekai,2.99,2.1,7.98,513,0
Branded Data > Infogroup > Consumer > Demographics > Age > Age Groups > 25-29,bluekai,2.99,2.1,7.92,178,54162400
 TV Audiences > Demographic Groups > Adults 55+,visualdna,2.99,2.1,1.62,94,0
UK Kantar Media TGI > Demographic > Social Grade > A,eyeota,2.98,2.09,5.21,320,0
In-Market > Travel > Hotels & Lodging  > Advanced Booking > Less Than 7 Days,bluekai,2.98,2.09,3.34,280,2265200
australia > television,lotame,2.98,2.09,4.1,225,0
International Audiences > LEN UK > United Kingdown Automobile Brands > Chrysler,lotame,2.98,2.09,2.59,134,0
interests > education > extreme,DataAlliance,2.97,2.09,3.78,110,0
Nielsen > Auto > Small > Car > smart - fortwo,exelate,2.95,2.08,4.82,79,0
Branded Data > Lotame > Genders > Female,bluekai,2.94,2.08,6.56,900,75735200
UK > Reach > In-Market > Retail > Video Games,addthis,2.94,2.08,1.29,38,0
Nielsen > Auto > Compact > Sporty Car > Mini Cooper Series (JD Power),exelate,2.93,2.08,5.73,169,0
In-Market > Travel > Air Travel  > Length of Trip > 3 Nights,bluekai,2.93,2.08,3.44,147,2223800
basic demographic > parents > strong affinity,DataAlliance,2.92,2.07,4.98,295,0
Demographic > Optimized > Male 35-39 > Extreme Confidence,DataAlliance,2.92,2.07,4.67,215,0
Demographic > Optimized > Male 35-39 > High Confidence,DataAlliance,2.92,2.07,4.65,214,0
US > Premium > Travel > Activities > Cultural Arts,addthis,2.92,2.07,4.28,211,0
